;user_id;tweet_id;location;source;hashtags
359764;1152985856946233344;1190225139436113920;Viet Nam;Twitter for Android;'MAMAVOTE', 'BTS'
359886;1018800796090003457;1190225205701988352;Republic of the Philippines;Twitter for Android;'BTS', 'JUNGKOOK'
359950;3277607888;1190225237738020864;??;Twitter for iPad;
359983;1119246730615087108;1190225256062996480;??;Twitter for Android;'BTS', '?????', 'MakeItRight'
360011;1107140594101420033;1190225266301263873;Viet Nam;comment_box;'??', '???????', 'JUNGKOOK', '?????', 'BTS', 'BTSJUNGKOOK'
360027;932305363168309248;1190225272706076673;Brasil;Twitter Web App;'BTS', '?????', 'MakeItRigh'
360068;3282230857;1190225294042386432;????;Twitter for Android;'BTS', '?????', 'SUGA', '??'
360079;1061597479068549121;1190225300832976896;Viet Nam;Twitter for Android;
360115;428076707;1190225317106860032;Republic of the Philippines;Twitter for iPhone;
360122;882468265821298688;1190225321850634240;Indonesia;Twitter for Android;'BTS', '?????', 'MakeItRight'
360135;3280923847;1190225328142045184;Thailand;Twitter for iPhone;'KPOP', 'BTS', 'RedVelvet', 'GOT7', 'Twice', 'Nuest'
360173;989376451978772485;1190225345338699776;Indonesia;Twitter for Android;'MAMAVOTE', 'BTS'
360181;4070576118;1190225349654671360;Thailand;Twitter for Android;'??', 'JUNGKOOK', 'BTS'
360189;995296653081890817;1190225352091586561;Seoul, Republic of Korea;Twitter for Android;
360244;1109739351590625285;1190225387613089793;Viet Nam;Twitter for Android;'BTS', '?????', 'MakeItRight'
360252;987290542739357701;1190225391425744896;Thailand;Twitter for iPhone;'??', '??', '??', 'BTS'
360266;855275256537268225;1190225397780082688;?????????;Twitter for Android;'MAMAVOTE', 'bts'
360372;837869842044608512;1190225454671646722;??;Twitter for iPhone;'MAMAVOTE', 'BTS'
360443;1036787380697489408;1190225493749927938;Seoul, Republic of Korea;Twitter Web App;'?????', 'BTS', '???', 'RM', 'NAMJOON'
360466;1080485905926778881;1190225504562860032;Republic of the Philippines;Twitter for iPhone;
360491;1119410653138079745;1190225520979402752;Republic of the Philippines;Twitter for Android;
360504;976087072460234752;1190225530936856576;United States;Twitter for Android;
360511;1188787951343288320;1190225532895428608;??;Twitter for Android;'MAMAVOTE', 'BTS'
360713;3702934040;1190225631826436096;Indonesia;Twitter for iPhone;
360745;1182260227174846464;1190225648704319489;?????????;Twitter for Android;'BTS'
360837;1047784772062199809;1190225693897973761;????;Twitter for Android;'MAMAVOTE', 'bts'
360848;3638204905;1190225699350573056;Viet Nam;Twitter for Android;'JHope', '???', '???', '??', 'BTS', '?????'
360868;1026128689073811456;1190225706933866496;Viet Nam;Twitter for Android;
360903;3229075669;1190225724856139777;?????????????, ?????????;Twitter for Android;'JHope', '???', '???', '??', 'BTS', '?????'
360996;939951874685394944;1190225763192193024;Republic of the Philippines;Twitter for Android;'JIMIN', 'BTS'
361004;932887700931207168;1190225766228713472;Indonesia;Twitter for Android;
361153;886797506046181376;1190225856922152966;Indonesia;Twitter for Android;'JIMIN', 'JUNGKOOK', '??', '??', 'KOOKMIN', 'JIKOOK', '??', 'BTS', '?????'
361172;1109561177124700160;1190225863767257088;United States;Twitter for iPhone;'btstaehyung', 'BTS'
361202;1165934410962624514;1190225878849966081;??;Twitter for iPhone;'??????', 'iHeartAwards', 'BestFanArmy', 'BTSARMY'
361212;834981374960414721;1190225882880720896;Viet Nam;Twitter for iPhone;
361229;1071569964040040449;1190225892133310466;Malaysia;Twitter for Android;'BTS', 'JUNGKOOK'
361247;1122660078820020224;1190225901545349120;Indonesia;Twitter for Android;
361294;852878683790426112;1190225929190068225;Seoul, Republic of Korea;Twitter for iPhone;'BTS', '?????', 'MakeItRight'
361315;1143889228054650880;1190225939013263364;United States;Twitter for iPhone;'namseok', 'rm', 'jhope', 'bts', 'namjoon', 'hoseok'
361320;841290861883277312;1190225941559033860;Viet Nam;Twitter for Android;'??', '??', 'JK', 'JUNGKOOK', 'BTS'
361324;1089473799655874562;1190225942704209920;??;Twitter for iPhone;'MAMAVOTE', 'bts'
361333;784365733153218560;1190225945862590464;Brasil;Twitter for Android;'BTS'
361373;1183280520978817024;1190225967282708480;Indonesia;Twitter for Android;'??', 'JUNGKOOK', 'BTS'
361436;1048116994644398080;1190225995225157633;Malaysia;Twitter for Android;'MAMAVOTE', 'bts'
361439;255413602;1190225997389389825;Indonesia;Twitter for Android;'BTS'
361497;1044990853901471745;1190226025122168832;Thailand;Twitter for iPhone;'??', 'JUNGKOOK', 'BTS'
361602;2955569073;1190226079539224576;United States;Twitter for Android;
361624;953186969860780033;1190226093803880448;Republic of the Philippines;Twitter for iPhone;
361625;1086986622170791936;1190226094047334401;???? ??;Twitter Web App;'speakyourselfthefinal', 'BTS_SY_FINAL', 'LoveYourselfSpeakYourself', 'JIN', 'BTS', '???'
361681;1174665160444850176;1190226121444470784;Republic of the Philippines;Twitter for Android;
361819;1031983696340045824;1190226188683362304;Brasil;Twitter for Android;
361897;876040772692320256;1190226227585417217;Seoul, Republic of Korea;Twitter for Android;
361975;1077730563593826311;1190226263996280832;Brasil;Twitter for Android;
362032;386543934;1190226301044449281;Malaysia;Twitter for Android;'?????', 'bts', '??', 'suga', '???', '??'
362085;432471340;1190226331339935750;Indonesia;Twitter for Android;'BTS', '?????', 'MakeItRight'
362121;1142987170128384002;1190226352038797312;??;Twitter for iPhone;'ThankyouJIN', 'ThankyouBTS'
362173;1124804639789023237;1190226380920889345;Seoul, Republic of Korea;Twitter for Android;
362268;1038486405519798273;1190226428303831040;???? ??;Twitter for Android;'MAMAVOTE', 'BTS'
362285;814852876337979392;1190226435731902464;Indonesia;Twitter for iPhone;'JIMIN', 'BTS'
362481;2965346606;1190226538043625472;?????????;Twitter for Android;'?', '??', 'BTS', '?????', 'V'
362567;868799597384052736;1190226579080695808;Viet Nam;Twitter for Android;'BTS', '?????', 'MakeItRight'
362601;784356967363907586;1190226597342670848;Thailand;Twitter for Android;'MAMAVOTE', 'bts'
362623;932184928049029120;1190226607748698112;????;Twitter for iPhone;
362645;1103982150901063681;1190226619752779776;Indonesia;Twitter Web App;
362650;1041272978263031809;1190226621120167936;Indonesia;Twitter for Android;'BTS', '?????', 'MakeItRight'
362685;1137700182798168064;1190226635301109760;Indonesia;Twitter for Android;
362774;884511053899415553;1190226684030504960;Republic of the Philippines;Twitter for Android;'??', '??', '??', 'BTS'
362781;996932394170101760;1190226689550405637;United States;Twitter for iPhone;'BTS', '?????', 'MakeItRight'
362912;905061875771097088;1190226762266923008;Thailand;Twitter for Android;'BTS'
362979;986162719853232129;1190226789945102336;Viet Nam;Twitter for Android;'BTS', '?????', 'MakeItRight'
363045;1023137424086421504;1190226822589382657;Viet Nam;Twitter for iPhone;'BTS', '?????', 'MakeItRigh'
363057;882703668642025472;1190226828591542272;Brasil;Twitter for Android;'BTS', '?????', 'MakeItRight'
363070;1013080013602615296;1190226832076894208;???? ??;Twitter for iPhone;'?', 'JIN', '???', '??', 'SYS', '?????', '??????', 'BTS'
363150;1014816705699172352;1190226867074109440;?????????;Twitter for Android;'JIMIN', 'BTS'
363222;823899360333332480;1190226899798253568;Brasil;Twitter Web App;'BTS', '?????', 'MakeItRight'
363254;1121389779210211328;1190226911777058816;??;Twitter for Android;
363290;1050244612059684864;1190226930206826496;?????????????, ?????????;Twitter for Android;'JIMIN', 'BTS'
363343;863794754370191361;1190226956567990272;????;Twitter for Android;'BTS', '?????'
363350;903260102752210944;1190226960934268928;??;Twitter for Android;'JIMIN', 'BTS'
363408;2986729646;1190226989212262400;????;Twitter for Android;'BTS', '?????', 'MakeItRight'
363459;798852820183044096;1190227017364459520;?????????;Twitter for iPhone;'BTS', 'JUNGKOOK'
363496;1889873552;1190227033663557633;Thailand;Twitter for iPhone;'BTS', '?????', 'MakeItRight'
363536;992347360595341313;1190227053603254281;????;Twitter for Android;'MAMAVOTE', 'BTS'
363538;4690274743;1190227054672769025;????;Twitter for Android;
363548;1156414990863069190;1190227058967711744;Viet Nam;Twitter for iPhone;'BTS', '?????', 'MakeItRight'
363613;877764411716272128;1190227087627415553;?????????;Twitter for Android;'BTS', '?????', 'MakeItRigh'
363645;862583806359777280;1190227102605271040;Indonesia;Twitter for Android;'speakyourselfthefinal', 'BTS_SY_FINAL', 'LoveYourselfSpeakYourself', 'JIN', 'BTS', '???'
363711;1189481633209937923;1190227136533024769;??;Twitter for iPhone;
363748;989411521154334720;1190227151078883333;Republic of the Philippines;Twitter for Android;'MAMAVOTE', 'bts'
363757;855410969551314944;1190227153989668864;??;Twitter for Android;'MAMAVOTE', 'bts'
363786;1184835308313034756;1190227168896401411;Brasil;Twitter for iPhone;'MAMAVOTE', 'BTS'
363802;981590754089779200;1190227175892377600;?????????;Twitter for Android;'MakeItRightEDMRemix', 'MAMAVOTE', 'BTS', '?????'
363838;706814194666999808;1190227194955456514;??;Twitter for Android;'BTS', '?????'
363887;965558373692317696;1190227221392187397;Indonesia;Twitter for Android;'JIMIN', 'BTS'
364056;1014162418736324614;1190227317085233152;Indonesia;Twitter for Android;'MAMAVOTE', 'BTS'
364070;858340532539408385;1190227326849581056;?????????;Twitter for Android;
364228;2435515290;1190227412379848704;???? ??;Twitter for iPhone;'JIMIN', 'JUNGKOOK', '??', '??', 'KOOKMIN', 'JIKOOK', '??', 'BTS', '?????'
364284;1002576847803072513;1190227440280334337;Malaysia;Twitter for Android;'BTS', '?????', 'MakeItRight'
364445;1056567792458117121;1190227521280757760;??;Twitter for Android;'MakeItRightEDMRemix', 'MAMAVOTE', 'BTS', '?????'
364465;4723354255;1190227529434427392;Indonesia;Twitter for Android;'RM', '??', '???', '?????', 'BTS', 'SOLID_RM'
364594;1290886694;1190227585902379008;Malaysia;Twitter for Android;'BTS'
364683;882445316716470273;1190227633616891910;Brasil;Twitter for Android;'BTS'
364752;1003164404995612672;1190227672825090055;????;Twitter for Android;'BTS', 'MAMAVOTE'
364845;1068818023874588673;1190227724305960960;Viet Nam;Twitter for Android;
364868;855210221156810752;1190227737446776832;Malaysia;Twitter for Android;'halloween2019', 'happpyhalloween', 'BTS'
364880;924978204544155648;1190227745369780224;??;Twitter for Android;'BTS', '?????', 'MakeItRight'
364902;1109047706163372032;1190227757885583360;Republic of the Philippines;Twitter Web App;'MAMAVOTE', 'bts'
364938;241507402;1190227771819081729;????;Twitter for Android;'BTS', '?????', 'MakeItRight'
365014;1004972252826198016;1190227800571006976;Viet Nam;Twitter for iPhone;'JIMIN', '??', 'BTS', '?????'
365045;1132696154414747648;1190227811023372289;Seoul, Republic of Korea;Twitter for iPhone;'MAMAVOTE', 'BTS'
365088;976898107249225730;1190227825716006912;Seoul, Republic of Korea;Twitter for iPhone;'BTS', '?????', 'MakeItRight'
365224;817702794924654594;1190227890568187904;?????????;Twitter for iPhone;'MAMAVOTE', 'bts'
365284;997347972827439106;1190227923418009601;??;Twitter for iPhone;'?????', '?????????', '?????????', 'BTS'
365469;1173058364550475777;1190228005089468417;?????????????, ?????????;Twitter for Android;'BTS', 'JIMIN', '??'
365470;1069592515186065408;1190228005341163521;????;Twitter for iPhone;'??????', 'BTS', 'SEOKJIN', 'JIN', '??', '?', '??'
365475;1183390298270916608;1190228011066331141;??;Twitter for iPhone;'BTS'
365481;1132297443393978374;1190228013259972608;Indonesia;Twitter for Android;'RM', 'Namjoon', 'BTS', '???', '??', '??', '?????', '??', 'BTSinRiyadh'
365486;1144912437239517185;1190228015986479104;Brasil;Twitter for Android;'bts', 'xxx', 'porn', 'milf', 'bigtits'
365571;1091376975854358529;1190228067840598016;Brasil;Twitter for iPhone;'BTS', '?????', 'MakeItRight'
365641;2230970648;1190228101642543104;United States;Twitter for iPhone;'MAMAVOTE', 'BTS'
365736;1431128743;1190228144109817856;Brasil;Twitter for Android;'BTS', 'MAMAVOTE'
365741;1629832495;1190228145045000192;Indonesia;Twitter for Android;'??????', 'BTS', 'JIN', '???', '?', '??'
365742;3239134157;1190228145917571074;Brasil;Twitter for iPhone;'BTS', '?????', 'MakeItRight'
365838;1017564459726827521;1190228189227835393;Malaysia;Twitter for iPhone;'BLACKPINK', 'BTS', 'JENNIE', 'TWICE', 'PSY', 'EXO', 'ITZY', 'iKON', 'TXT'
365877;844235560369627137;1190228205585616896;Malaysia;Twitter for Android;'BTS', '?????', 'MakeItRight'
365919;983147592203747329;1190228225135267840;Thailand;Twitter for Android;'JIMIN', 'JUNGKOOK', '??', '??', 'KOOKMIN', 'JIKOOK', '??', 'BTS', '?????'
365944;4508343080;1190228234337583104;Thailand;Twitter for Android;'BTS', '?????', 'MakeItRight'
365974;1058341274820857857;1190228250435313665;??;Twitter for Android;
365991;1115212930872532992;1190228258995888129;??;Twitter for Android;'BTS', '?????', 'MakeItRight'
366056;1153482167399284737;1190228293607313409;Seoul, Republic of Korea;Twitter for Android;
366058;3078598831;1190228294651826176;United States;Twitter for iPhone;'BTS', 'JUNGKOOK'
366094;1107585821492731904;1190228310187315201;Indonesia;Twitter for Android;
366110;1005811164100481024;1190228316889866242;Seoul, Republic of Korea;Twitter for Android;'BTS', '?????', 'MakeItRight'
366135;1085830759594655745;1190228327602122752;Malaysia;Twitter for Android;'BTS', '?????', 'MakeItRigh'
366148;873160039330197504;1190228334078238720;United States;Twitter for iPad;
366210;910799514751033344;1190228355917836288;Republic of the Philippines;Twitter for Android;'?????', 'bts', '??', 'suga', '???', '??'
366311;1112651655034470400;1190228397634383872;Viet Nam;Twitter Web App;'JIMIN', 'BTS', 'PARKJIMIN', 'MAMAVOTE'
366329;778205623330611200;1190228404584345600;Seoul, Republic of Korea;Twitter for Android;
366382;2993186191;1190228431503364097;??;Twitter for Android;'MAMA', 'BTS', '????'
366411;1074170182103265280;1190228451166310400;??;Twitter for iPhone;
366421;984710343908716544;1190228454970515457;?????????????, ?????????;Twitter for Android;'RM', '??', '???', '?????', 'BTS', 'SOLID_RM'
366427;1180315494575788033;1190228456933429252;??;Twitter for Android;'MAMAVOTE', 'BTS'
366485;960890207385001986;1190228480895504389;Malaysia;Twitter for Android;'BTS', '?????'
366514;854633852903407616;1190228496603156481;Indonesia;Twitter for Android;'?????', '?', '??', 'BTS', 'V', 'TAEHYUNG'
366722;3231224851;1190228594045308928;?????????????, ?????????;Twitter Web App;'JHOPE', 'hoseok', 'BTS', 'BTSSPEAKYOURSELFTOURFINAL', '???', '???', '?????', '???'
366725;941250078232080384;1190228594993160192;????;Twitter for Android;'?????', 'BTS'
366779;1026752886145921024;1190228621778046976;Viet Nam;Twitter for Android;
366785;1112693587836190722;1190228624474902528;?????????;Twitter Web App;'JIMIN', 'BTS'
366793;1015520612473688064;1190228631819182082;??;Twitter for iPhone;
366823;779707701001527296;1190228648910974978;Indonesia;Twitter for Android;'?????', '?????????', '?????????', 'BTS'
366854;1039417018343194624;1190228662995554305;United States;Twitter for iPhone;
366961;1183022950879883264;1190228726962741248;???? ??;Twitter for Android;
366972;1060588379513925632;1190228731358412806;Indonesia;Twitter for Android;'BTS', '?????', 'MakeItRight'
366989;1162657438211817472;1190228738866212864;Viet Nam;Twitter for Android;'RM', '??', '???', '?????', 'BTS', 'SOLID_RM'
366993;738269506439544832;1190228741173104640;?????????????, ?????????;Twitter for iPhone;'BTS'
367009;733839113611141121;1190228748756324353;Mexico;Twitter for Android;'BTS', '?????', 'MakeItRight'
367012;4319247739;1190228749985419264;???? ??;Twitter for Android;'BTS', '?????', 'MakeItRight'
367159;1022988351979155456;1190228817270280193;??;Twitter for Android;
367178;836209732759273473;1190228826242072576;United States;Twitter for iPhone;'?????', '?????????', '?????????', 'BTS'
367206;1157028618150633473;1190228843199528960;Indonesia;Twitter for Android;
367214;1019389230580027392;1190228845158227968;Indonesia;Twitter for Android;
367251;753633146998968320;1190228866415001600;????;Twitter Web App;'CouplesCostume', 'HappyHalloween', 'BTS', 'JIMIN'
367265;1069890139038584832;1190228872245084160;Republic of the Philippines;Twitter for Android;'MAMAVOTE', 'bts', 'BTS', 'BTSV', 'V', 'TAEHYUNG', '?', '???', 'Taehyung', 'KimTaehyung'
367285;55493963;1190228881673875456;Republic of the Philippines;Twitter for Android;
367400;866966980074512384;1190228939744002048;???? ??;Twitter for iPhone;'MAMAVOTE', 'BTS'
367477;974583427612557313;1190228974657368064;??;Twitter for Android;'MAMAVOTE', 'BTS'
367479;2848720695;1190228975903264769;Brasil;Twitter for Android;'BTS', '?????', 'MakeItRigh'
367663;815760428458328064;1190229055141842944;??;Twitter for Android;'MAMAVOTE', 'BTS'
367697;910521515040485377;1190229074318438400;Seoul, Republic of Korea;Twitter for iPhone;'BTS'
367733;996192291864756224;1190229086947266560;Viet Nam;Twitter for iPhone;'MAMAVOTE', 'bts'
367746;1074550407714631680;1190229090764111874;?????????????, ?????????;Twitter for Android;'????????????????????????????', 'BTS????'
367749;1164926162516099072;1190229092727025664;Indonesia;Twitter for Android;'BTS'
367823;1012737506272563202;1190229120229216256;Mexico;Twitter for Android;'BTS', '?????', 'MakeItRight'
367832;2917433107;1190229123207090176;??;Twitter for iPhone;'BTS??', 'ARMY', 'BTS', '???????', '?????'
367849;1048119448098369536;1190229132543578112;?????????;Twitter for Android;'??????', 'BTS', 'JIN', '???', '?', '??'
368006;1152838610355277826;1190229206006779904;Viet Nam;Twitter Web App;'MAMAVOTE', 'bts', 'MakeItRightRemix'
368011;956361484447113217;1190229209299308544;Republic of the Philippines;Twitter for Android;
368012;3066498830;1190229209483894784;Indonesia;Twitter for Android;'BTS', '?????', 'MakeItRight'
368125;871351036920725506;1190229265691770881;???? ??;Twitter Web App;
368142;898615131415949312;1190229276072783872;Brasil;Twitter for Android;'bts', 'btsfanart', 'MAMAVOTE', 'BTS'
368179;990446719706939392;1190229295945306112;?????????;Twitter for iPhone;'bts', 'jimin'
368205;359237185;1190229305508450305;Brasil;Twitter for iPhone;'BTS', '?????', 'MakeItRight'
368237;224792391;1190229324705779712;Mexico;Twitter for iPhone;'??', '???', 'JIMIN', '??', '???', 'TAEHYUNG', '???', '?????', 'BTS', 'SpeakYourselfTourFinal'
368278;1151343711537655808;1190229343038885888;????;Twitter for Android;
368281;941101501899948032;1190229343965831168;Indonesia;Twitter for Android;'BTS'
368316;1088697856137977856;1190229359329562626;???? ??;Twitter for Android;'??', '???', 'JUNGKOOK', 'JK', 'BTS', '?????'
368333;1078952730641686528;1190229366665404419;Indonesia;Twitter for Android;'speakyourselfthefinal', 'BTS_SY_FINAL', 'LoveYourselfSpeakYourself', 'JIN', 'BTS', '???'
368385;435699811;1190229392942723072;Thailand;Twitter for iPhone;'RM', 'JHOPE', '??', '??', 'BTS'
368467;45191983;1190229426929311746;Brasil;Twitter for Android;'MAMAVOTE', 'BTS'
368521;3538280716;1190229451172397056;Seoul, Republic of Korea;Twitter for Android;
368699;973469248960962562;1190229538036277249;Indonesia;Twitter for Android;'JIMIN', 'BTS'
368762;952444298112393217;1190229567786500096;??;Twitter for iPhone;
368922;814339262623744000;1190229653497114625;Republic of the Philippines;Twitter Web App;'??', 'BTS', 'JHOPE'
369026;1151079876662743041;1190229710510280705;Indonesia;Twitter for Android;'BTS', '?????'
369065;975743869244522496;1190229728852090880;Viet Nam;Twitter for iPhone;
369089;901349245659226112;1190229738918301697;?????????;Twitter for Android;
369108;818794089369870336;1190229749349511168;??;Twitter for iPhone;'JIMIN???????', 'JIMIN?????', 'TillNextTimeJimtober', '??', 'JIMIN'
369111;1010458275261763585;1190229751631237121;?????????;Twitter for Android;'JIMIN', 'BTS'
369113;804731664278560768;1190229755716493312;?????????????, ?????????;Twitter for iPhone;'MAMA2019'
369126;764438229219094530;1190229760682577920;?????????;Twitter for iPhone;'MAMAVOTE', 'bts'
369159;1054309222215692288;1190229774037176320;?????????????, ?????????;Twitter for Android;'??', 'JUNGKOOK', 'JK', '?????', 'BTS_SY_FANAL', 'MAMAVOTE', 'BTS'
369185;1159764002810945536;1190229788343988225;Republic of the Philippines;Twitter for iPhone;
369209;841347893894107142;1190229795461726208;?????????;Twitter Web App;'BTS'
369211;905566099655221248;1190229795902124032;Viet Nam;Twitter for Android;'JIMIN', 'BTS'
369240;1118072665854611456;1190229809118564353;United States;Twitter for iPhone;'BTS', '?????', 'MakeItRight'
369255;136267324;1190229819407003648;Malaysia;Twitter for iPhone;'?', 'V', 'taehyung', '??', '???', '??', '?????', 'BTS', '?????', 'BTSV'
369367;1113606264678797312;1190229881189097478;??;Twitter for iPhone;'?????', '??', '?????'
369380;899274923562024960;1190229885593145350;Indonesia;Twitter for Android;'BTS', '?????', 'MakeItRight'
369388;1042056947409616896;1190229888571064320;Republic of the Philippines;Twitter for iPhone;'BTS', '?????', 'MakeItRight'
369410;893055079242018817;1190229894900305921;??;Twitter for iPhone;
369449;1101734975534071808;1190229913141252096;Seoul, Republic of Korea;Twitter for Android;'BTS', '?????', 'MakeItRight'
369521;4873785944;1190229954018955264;???? ??;Twitter for Android;'BTS', '?????', 'MakeItRight'
369528;939139919573786625;1190229958964047873;????;Twitter for Android;'?????', 'BTS'
369534;1189910858744205313;1190229959056359425;?????????;Twitter for Android;'BTS', '??????????????'
369536;924220181148323845;1190229960633438208;???? ??;Twitter for Android;'?????', '?????????', '?????????', 'BTS'
369614;1162167533589258240;1190229989658001408;Indonesia;Twitter for Android;'MAMAVOTE', 'bts'
369639;1032582867090472961;1190230006175191041;??;Twitter for iPhone;
369657;37045303;1190230018556911616;Brasil;Twitter for iPhone;'RM', 'JHOPE', '??', '??', 'BTS'
369713;897628183985397760;1190230044209102849;?????????;Twitter for Android;'MAMAVOTE', 'BTS'
369743;1141375714479841280;1190230055382740993;Indonesia;Twitter for Android;'MAMAVOTE', 'BTS'
369748;802822472739364864;1190230058234855425;?????????????, ?????????;Twitter for iPhone;'MAMAVOTE', 'bts'
369808;1611121188;1190230084738633728;?????????;Twitter for Android;'BTS', '?????', 'MakeItRight'
369836;987034908613738496;1190230098672144384;Republic of the Philippines;Twitter for iPhone;
369888;858430001368125440;1190230122156064768;??;Twitter for iPhone;
369938;996724969257160704;1190230145417695232;???? ??;Twitter for Android;'MAMAVOTE', 'BTS'
369946;238896679;1190230148408205312;?????????????, ?????????;Twitter for iPhone;
369974;999214676104790016;1190230161511211008;????;Twitter for Android;'BTS', '?????', 'MakeItRight'
369992;1011487166218715143;1190230168813522946;?????????;Twitter for Android;'???', 'JUNGKOOK', 'JK', '?????', 'BTS'
370120;579738987;1190230236220121089;Indonesia;Twitter for Android;'BTS', '?????', 'MakeItRight'
370152;1039698292798410755;1190230256247902208;?????????;Twitter for Android;'BTS', '?????', 'MakeItRight'
370166;1070910338357354496;1190230264011616256;?????????;Twitter for Android;
370189;818757546521464832;1190230273784369152;Viet Nam;Twitter for Android;
370243;1138845799704514560;1190230298719485952;Indonesia;Twitter for Android;'BTS', '?????'
370383;1147841927946985474;1190230352272347136;????;Twitter for iPhone;'BTS', '?????', 'MakeItRight'
370406;239368693;1190230362405752832;????;Twitter for Android;'?????', '?????????', '?????????', 'BTS'
370438;2716762494;1190230378306387971;??;Twitter for Android;
370482;1095465965280739334;1190230394865631232;Brasil;Twitter for iPhone;'BTS', 'MAMAVOTE'
370495;924662726172884992;1190230398845874176;Viet Nam;Twitter for Android;'RM', '??', '???', '?????', 'BTS', 'SOLID_RM'
370499;1127409332746735616;1190230400062255104;??;Twitter for iPhone;'MAMAVOTE', 'bts'
370543;985712368469487617;1190230416633974784;Republic of the Philippines;Twitter for Android;'BTS'
370589;1119286463986905089;1190230438142513153;Brasil;Twitter for Android;'MAMAVOTE', 'BTS'
370611;925246833307238400;1190230446090514433;Thailand;Twitter for Android;'JIMIN', 'BTS'
370728;764625126339911680;1190230494836690944;Indonesia;Twitter for Android;
370733;731826224146702336;1190230496887881728;Brasil;Twitter for Android;
370756;1061929843560857602;1190230506027155456;???? ??;Twitter for Android;'MAMAVOTE', 'BTS'
370758;851986635893997568;1190230506354311168;Seoul, Republic of Korea;Twitter Web App;'BTS', '?????', '??', '???', 'JUNGKOOK'
370774;732629611582914561;1190230513014865921;Republic of the Philippines;Twitter Web App;
370881;826750585953087488;1190230566580432898;?????????????, ?????????;Twitter for iPhone;'BTS', '?????', 'MakeItRight'
370961;763397740252409856;1190230601745321984;?????????;Twitter for Android;'MAMAVOTE', 'bts'
370979;1032574403614203904;1190230613032194048;????;Twitter for Android;
370995;915466285068165120;1190230622230368256;United States;Twitter for Android;'?????', '??', 'BTS', 'JK', 'JUNGKOOK'
371019;1025858352528515072;1190230640509108226;Indonesia;Twitter for Android;'??', 'JIMIN', '?????', 'BTS'
371119;790650148930015233;1190230697035743234;United States;Twitter for Android;'BTS', '?????', 'MakeItRigh'
371129;2925842050;1190230701804621825;United States;Twitter for Android;'speakyourselfthefinal', 'BTS_SY_FINAL', 'LoveYourselfSpeakYourself', 'JIN', 'BTS', '???'
371256;988411856103424004;1190230756431294464;?????????;Twitter for Android;'DabemeBestArtist', 'BTS', 'EXO', 'GOT7', 'SUPERJUNIOR'
371319;3299586126;1190230784658952192;Viet Nam;Twitter for Android;'BTS', 'JIMIN', '??'
371549;2275493595;1190230896030425088;Seoul, Republic of Korea;Twitter for iPhone;'BTS', '?????', 'MakeItRight'
371578;929549605351464960;1190230909930237958;United States;Twitter for Android;
371591;1184028968011223041;1190230917492531201;??;Twitter for Android;'BTS', 'Yoongi'
371615;907534327218446336;1190230930599768066;?????????;Twitter for Android;'BTS'
371679;1177054830344507392;1190230957841952775;Brasil;Twitter for Android;
371700;1107215955606691840;1190230964317769728;Viet Nam;Twitter for iPhone;'JIMIN', 'BTS'
371709;1005621090775756801;1190230968679841793;Viet Nam;Twitter for iPhone;'speakyourselfthefinal', 'BTS_SY_FINAL', 'LoveYourselfSpeakYourself', 'JIN', 'BTS', '???'
371752;1132561415783346176;1190230989047357440;Indonesia;Twitter for iPhone;
371776;819017957988671488;1190230998820065280;????;Twitter for Android;
371807;219351546;1190231014896848897;????;Twitter for Android;
371808;1154757859579531267;1190231015215599616;Viet Nam;Twitter for Android;'?????', 'BTS'
371809;753820502657867777;1190231014326468608;Thailand;Twitter for Android;'BTS', '?????', 'MakeItRight'
371919;1002913496521064448;1190231073327726593;United States;Twitter for Android;'MAMAVOTE', 'BTS'
371929;1003444600508334080;1190231081422770176;Viet Nam;Twitter Web App;'??', 'JUNGKOOK', 'BTS'
371963;1474416793;1190231101597310976;Seoul, Republic of Korea;Twitter for Android;'bts', 'btsfanart', 'MAMAVOTE', 'BTS'
371970;1079274549286293505;1190231104650805248;?????????;Twitter for Android;'?????', 'BTS', 'V', '?', '??', 'TAEHYUNG', '??'
372005;916334241805246464;1190231121759367168;Thailand;Twitter for iPhone;'?????', 'BTS', '??', 'SUGA', '??'
372030;1038559765889273856;1190231132748435457;????;Twitter for Android;
372090;1069905522529189888;1190231160145629184;Viet Nam;Twitter Web App;'BTS', '?????', 'MakeItRight'
372128;862787310869299200;1190231182153146368;????;Twitter for iPhone;'BTS', '?????', 'MakeItRight'
372169;3155823396;1190231206085873664;Thailand;Twitter for Android;'??', '?????', 'BTS', 'JUNGKOOK'
372180;4835822709;1190231214940131328;Seoul, Republic of Korea;Twitter for Android;
372258;950201403217084418;1190231253145907202;Malaysia;Twitter for Android;'????', '??', 'ITZY', '??', '?????', 'BTS', '????'
372261;990222596032479232;1190231255721209856;Thailand;Twitter for iPhone;'BTS', '?????'
372269;4914945853;1190231262205595648;???? ??;Twitter for Android;
372306;1190049169047605248;1190231282329911296;??;Twitter Web App;'MAMAVOTE', 'bts'
372368;871209135815118848;1190231312784707586;?????????????, ?????????;Twitter for Android;'BTS', '?????', 'MakeItRigh'
372420;724749078119124992;1190231341020790784;?????????;Twitter for iPad;'BTS', '?????', 'MakeItRigh'
372617;968050989730164736;1190231432414654465;Seoul, Republic of Korea;Twitter for iPhone;
