;user_id;tweet_id;location;source;hashtags
82475;927464311743643649;1190071680271409152;Republic of the Philippines;Twitter for Android;'halloween2019', 'happpyhalloween', 'BTS'
82502;767982864537296896;1190071692770471937;?????????????, ?????????;Twitter for iPhone;
82513;960516730983399424;1190071699342909440;Viet Nam;Twitter for Android;'BTS'
82518;1131587596059054080;1190071703034089472;United States;Twitter for Android;'halloween2019', 'happpyhalloween', 'BTS'
82529;822757312381095936;1190071709409239040;Seoul, Republic of Korea;Twitter for iPhone;'BTS'
82543;1186456279792832512;1190071721073631232;Indonesia;Twitter for iPhone;
82564;1167273852700725250;1190071733375516673;Indonesia;Twitter for Android;'BTS'
82569;859411587790024704;1190071736097574912;Indonesia;Twitter Web App;'BTS', 'SUGA', '???', 'SOPE'
82580;814159929963491328;1190071741051101184;?????????;Twitter for Android;'?????', 'BTS', '??', 'JIMIN', 'JM', '??', 'V'
82613;858852455404019712;1190071770788687872;Indonesia;Twitter for Android;
82621;859153221138382849;1190071774442147842;United States;Twitter Web App;
82671;969121748;1190071799603589121;Indonesia;Twitter for Android;
82685;4420604952;1190071804418650112;Malaysia;Twitter for Android;
82695;1076852330845204480;1190071808076025856;???? ??;Twitter for iPhone;'?', '??', 'JIN', 'JIMIN', '?????', 'BTS'
82722;863634605752147979;1190071828414369793;Mexico;Twitter for Android;'BTS'
82755;1161107295813681158;1190071850178633730;Brasil;Twitter for iPhone;'MAMAVOTE', 'BTS'
82774;1154472097776750592;1190071860777512960;?????????;Twitter for Android;'BTS'
82829;885814286823575552;1190071895200190464;Republic of the Philippines;Twitter for Android;'BTS'
82833;961483110289309696;1190071900212346880;???? ??;Twitter for Android;'Halloween', 'BTS', 'JIN', 'SEOKJIN', '??????', '???'
82852;932204107712020481;1190071910396125184;Indonesia;Twitter for iPhone;'JIMIN', 'BTS'
82922;985569624019222529;1190071951017955328;Malaysia;Twitter for Android;
82929;904484842938793985;1190071953928929280;Brasil;Twitter for Android;'CouplesCostume', 'HappyHalloween', 'BTS', 'JIMIN'
82946;993810173608189952;1190071959565922304;Indonesia;Twitter for Android;'halloween2019', 'happpyhalloween', 'BTS'
82952;976289326664269824;1190071962279636992;????;Twitter for iPhone;'SUGA', '??', '??', '???', '?????', 'BTS'
82997;868740807720751104;1190071987638427648;?????????;Twitter for iPhone;'2019MAMA', 'BTS', 'MAMAVOTE'
82998;729223626830925825;1190071988150099969;??;Twitter for iPhone;
83003;1047391050279530496;1190071990448615424;United States;Twitter for iPhone;'BTS'
83028;1163050779684380672;1190071999936131075;Seoul, Republic of Korea;Twitter for Android;'MAMAVOTE', 'BTS'
83033;976409795879059456;1190072006131109888;?????????????, ?????????;Twitter for Android;'?', 'V', 'taehyung', '??', '???', '??', '?????', 'BTS', '?????', 'BTSV'
83039;733991576230187008;1190072009255874565;Thailand;Twitter for iPad;'BTS'
83061;1076136416403369986;1190072021121548288;Indonesia;Twitter for Android;'JIMIN', 'BTS'
83123;704130643991486464;1190072052406898689;??;Twitter for Android;'BTS'
83139;753201087427907584;1190072062619967488;????;Twitter for Android;'JHOPEboy', 'JHOPE', 'MAMAVOTE', 'BTS'
83149;977212167458967558;1190072066059337728;?????????;Twitter for Android;'BTS'
83154;1035503042169167872;1190072069196640256;Indonesia;Twitter for Android;'??', 'BTS', 'JUNGKOOK'
83208;1125737289395519489;1190072092873482241;Seoul, Republic of Korea;Twitter for Android;'??'
83218;1107425748204339200;1190072100545089537;???? ??;Twitter for Android;
83262;992070779159265281;1190072127115759616;Indonesia;Twitter for Android;
83283;1099473747218579458;1190072138926968833;Indonesia;Twitter for Android;
83288;476024685;1190072142412386306;?????????????, ?????????;Twitter for Android;'BTS'
83328;873524409608228864;1190072162280853504;?????????;Twitter for Android;'BTS'
83331;1002867267456065536;1190072163690106881;?????????;Twitter for Android;'?????', 'BTS'
83357;3240561213;1190072178202628096;Brasil;Twitter for Android;'MAMAVOTE', 'BTS'
83381;1103612892983652352;1190072194216255488;????;Twitter for Android;'?????', 'BTS'
83392;979041740425281536;1190072201422049282;Viet Nam;Twitter for Android;
83411;1073535421404073986;1190072207755493376;Indonesia;Twitter for Android;'?????', 'BTS'
83430;2322219451;1190072217054244864;?????????;Twitter for Android;'MAMAVOTE', 'BTS'
83431;43696306;1190072218623074305;Brasil;Twitter for Android;'??', '???', '???', '??????', 'JIN', 'KimSeokjin', 'BTS', '?????_?', 'BTSJIN'
83515;1024881859031789569;1190072263271337984;??;Twitter for Android;'BTS'
83552;1063286987510038528;1190072279050285057;Mexico;Twitter for Android;'MAMAVOTE', 'BTS'
83571;1006548859193942016;1190072292161683456;Seoul, Republic of Korea;Twitter for Android;
83609;895915036115214336;1190072313883942912;Indonesia;Twitter for Android;'MAMAVOTE', 'BTS'
83648;818649822227939329;1190072332590518272;??;Twitter for Android;'BTS'
83679;1119610574713675776;1190072355273363456;Republic of the Philippines;Twitter for Android;'halloween2019', 'happpyhalloween', 'BTS'
83730;75807318;1190072380787449857;Brasil;Twitter Web App;
83760;767791524935368704;1190072398004965376;Thailand;Twitter for iPhone;
83765;900337954878509057;1190072398940213248;???? ??;Twitter for Android;
83775;1115207702509117441;1190072403772071936;Indonesia;Twitter for Android;
83811;704640844595228672;1190072419974672385;????;Twitter for iPhone;'halloween2019', 'happpyhalloween', 'BTS'
83821;935569167855554560;1190072424739590144;United States;Twitter Web App;'BTS'
83864;1179223201441665024;1190072445811605506;United States;Twitter for Android;'BTS'
83875;1077998497557819393;1190072458562293760;Mexico;Twitter for iPhone;'V', '?', '??', '???', 'TAEHYUNG', '??????', 'BTSV', '?????', 'BTS'
83940;2260229395;1190072502090731521;?????????????, ?????????;Twitter for iPhone;'BTS'
83948;929240354527649793;1190072509372063744;Viet Nam;Twitter for iPhone;
83967;845380802;1190072521371967493;Thailand;Twitter for iPhone;'BTS'
83969;1153321642468110337;1190072522089234432;?????????????, ?????????;Twitter for iPhone;
84002;1014406168427487232;1190072543035527168;??;Twitter for iPhone;
84136;47511028;1190072610861617152;Seoul, Republic of Korea;Twitter for Android;'BTS'
84165;2189192934;1190072630755225600;??;Twitter for iPhone;
84170;3243882342;1190072632458133504;Republic of the Philippines;Twitter for Android;
84214;1089128359924097025;1190072655493263360;Indonesia;Twitter for Android;'BTS'
84249;73553269;1190072678041841664;Indonesia;Twitter for Android;'??', 'SUGA', 'BTS'
84325;92314585;1190072719242481664;Thailand;Twitter for Android;
84327;3290509659;1190072721331408896;Brasil;Twitter Web App;'BTS', 'MAMAVOTE'
84339;1020894325096439808;1190072725655580672;??;Twitter for Android;
84340;1025776535113027586;1190072726628765696;Mexico;Twitter for iPhone;
84365;805798726153302016;1190072744622166016;Seoul, Republic of Korea;Twitter for Android;'MAMAVOTE', 'bts'
84383;1067041131593166848;1190072754420236289;Brasil;Twitter for Android;'BTS'
84400;1021382242055204864;1190072764935417856;Brasil;Twitter for Android;
84422;1060135904923119616;1190072778839343104;????;Twitter for iPhone;'MAMA', 'BTS'
84500;1153924636725264384;1190072823277969408;Malaysia;Twitter for iPhone;'??', '?', 'Taehyung', 'BTSV', 'BTS', '?????'
84506;895124279032938497;1190072829271838726;United States;Twitter for iPhone;'JIMIN', 'BTS'
84521;946994025340354560;1190072839014977536;Thailand;Twitter for Android;'bts', '?????', 'Jhope', 'jhope', '???', '??', '???'
84552;1015851084332478464;1190072852428382208;????;Twitter for iPhone;
84575;851394577990787072;1190072863006449666;?????????????, ?????????;Twitter for Android;'?????', 'BTS', '??', 'JIMIN', 'JM', '??', 'V'
84579;1177115972034891776;1190072865804013568;?????????;Twitter for Android;'?????', 'BTS', '???', 'RM', 'NAMJOON'
84603;92309932;1190072876994457600;?????????????, ?????????;Twitter for Android;'MAMAVOTE', 'bts'
84622;211541011;1190072883311104000;Thailand;Twitter for iPhone;'BTS'
84638;997483983003889664;1190072891448209408;United States;Twitter for Android;
84661;1046249843201531904;1190072900121853952;????;Twitter for iPhone;'MAMAVote', 'bts'
84665;1594590086;1190072901434822656;Brasil;Twitter for Android;'MAMAVOTE', 'BTS'
84683;3267911305;1190072909424807936;Thailand;Twitter for iPhone;'BTSSPEAKYOURSELFTOURFINAL', 'BTS', '?????'
84781;719857318070882306;1190072956526854144;Republic of the Philippines;Twitter for iPhone;'MAMAVOTE', 'bts'
84790;947830442677243905;1190072962826657792;????;Twitter for iPhone;'MAMAVote', 'bts'
84801;1025961581694214144;1190072968338014208;???? ??;Twitter for Android;'MAMAVOTE', 'BTS'
84805;845313838983491585;1190072970321907713;?????????;Twitter for Android;'BLACKPINK', 'BTS', 'JENNIE', 'TWICE', 'PSY', 'EXO', 'ITZY', 'iKON', 'TXT'
84813;935655196595597312;1190072973144707072;Indonesia;Twitter for Android;'BTS'
84844;1153533853060886528;1190072988151902208;Malaysia;Twitter for iPhone;'BTS'
84878;868275113203978240;1190073008292937728;Indonesia;Twitter for Android;
84885;969175447152967681;1190073004887175169;Viet Nam;Twitter for Android;'V', 'BTSV', 'Taehyung', '??????', '??', '?????', 'BTS'
84896;1013640682169237504;1190073020376739840;Indonesia;Twitter for Android;'BTS'
84900;1091876942255517697;1190073021911814144;?????????;Twitter for Android;'halloween2019', 'happpyhalloween', 'BTS'
84917;865018749828698112;1190073033597300738;Brasil;Twitter for Android;
84981;243114292;1190073072490991616;Indonesia;Twitter for Android;
84994;1132950304498995200;1190073078874640384;?????????;Twitter for Android;'BTS'
85024;863254516103131137;1190073093139484672;Republic of the Philippines;Twitter for Android;'BTS'
85043;854399663083929600;1190073101133828097;?????????????, ?????????;Twitter for iPad;'BTS'
85049;871639646672965632;1190073106766807040;??;Twitter for Android;'MAMAVOTE', 'bts'
85073;949485389437218816;1190073122495455232;Republic of the Philippines;Twitter Web App;'mma2019', 'mma', '???', '??', '???????', '??', '???', 'JIMIN', '????'
85075;1006547685690601472;1190073123091042304;????;Twitter for Android;'???', '??', 'JIMIN', '?????', 'BTS'
85097;889590748265492480;1190073135615356928;Mexico;Twitter for Android;
85130;1074126500864147458;1190073153592209410;Brasil;Twitter for Android;'BTS', 'MAMAVOTE'
85147;899115455406788608;1190073162538467330;Republic of the Philippines;Twitter for Android;'?????', 'BTS'
85151;416167411;1190073165315076096;Thailand;Twitter for iPhone;'BTS'
85222;1170015021335629824;1190073198475268096;Indonesia;Twitter for Android;'MAMAVOTE', 'BTS'
85238;996353951560753153;1190073206519955456;?????????;Twitter for iPhone;'BTS'
85243;704189815797862402;1190073209602764802;Thailand;Twitter for Android;'BTS'
85272;2990816290;1190073226480824320;Brasil;Twitter for Android;'BTS', 'MAMAVOTE'
85291;964043674735689728;1190073237163499521;???? ??;Twitter for iPhone;'?????', 'BTS', '??', '???', 'JK', 'JUNGKOOK', '???', '???', '???', '???', '???', '???'
85310;1898732738;1190073248785948672;Republic of the Philippines;Twitter for iPhone;'MAMAVOTE', 'BTS'
85323;789457125235765248;1190073255001915392;Thailand;Twitter for Android;'?????', '??', 'BTS', 'JK', 'JUNGKOOK'
85348;963748763637489664;1190073268931190785;Indonesia;Twitter Web App;'BTS'
85361;1042450390426382336;1190073275482869760;United States;Twitter for iPhone;'BTS'
85386;980521863393689600;1190073292725477376;Mexico;Twitter for Android;'Seoul1988', 'OlympicLegacy', 'BTS', '?????', 'SpeakYourselfTheFinal_D3'
85392;950332630771294211;1190073296332550144;???? ??;Twitter for iPhone;
85404;1044336325988683776;1190073301479108610;Mexico;Twitter for Android;'BTS'
85427;82839573;1190073312862339072;Thailand;Twitter for Android;'??', 'JUNGKOOK', 'BTS'
85461;940113963550830592;1190073334228111360;????;Twitter for iPhone;'BTSxFILA', '?????', 'BTS'
85482;1119779827026812928;1190073346085380097;??;Twitter for Android;
85507;1142675593080651776;1190073359867887616;Republic of the Philippines;Twitter for Android;
85527;4163302932;1190073376586420224;Thailand;Twitter for iPhone;'??', '?????', 'JK', 'JUNGKOOK', '?????', 'BTS'
85549;29315038;1190073384358432768;Mexico;Twitter for iPhone;'JIMIN', 'BTS'
85566;919642101918212097;1190073393934004224;??;Twitter for iPhone;'MAMAVOTE', 'BTS'
85615;705212495514857472;1190073418445574146;?????????????, ?????????;Twitter for Android;'MAMAV?TE', 'BTS'
85621;1688505738;1190073421234704384;Thailand;Twitter for iPhone;'BTS'
85630;786535712828948480;1190073427303919618;?????????;Twitter for Android;
85661;2745244328;1190073446966784000;?????????;Twitter for iPhone;'BTS', 'JIMIN', '??'
85689;842775658254106625;1190073465908236288;Republic of the Philippines;Twitter for Android;'halloween2019', 'happpyhalloween', 'BTS'
85697;987640252746485761;1190073468798111744;Indonesia;Twitter Web App;
85703;1025145321897291776;1190073470127890437;United States;Twitter for iPhone;
85717;1085060698583969792;1190073477174308864;Indonesia;Twitter for Android;'?????', 'BTS'
85737;1039578172621115392;1190073486380658688;Mexico;Twitter for Android;
85760;1007240362195238912;1190073498003103744;??;Twitter for iPhone;
85771;4074759312;1190073503027888128;?????????????, ?????????;Twitter for iPhone;'?', '???', 'BTSV', '??', '???', 'SUGA', 'BTS'
85784;1067023900557500417;1190073514432192512;????;Twitter for Android;'BTS'
85847;928545800090566657;1190073545616789504;??;Twitter for Android;'BTS', 'Lights', 'BoyWithLove'
85870;1070505054874923008;1190073558476550145;Viet Nam;Twitter for iPhone;
85931;997886153071017984;1190073598192472064;??;Twitter for Android;
85961;3001321886;1190073613719748608;Indonesia;Twitter Web App;
85982;1081907937797234690;1190073624587190277;Republic of the Philippines;Twitter Web App;'BTS'
86027;1172748775661563904;1190073653372669952;Republic of the Philippines;Twitter for iPhone;'Jungkook', 'BTS'
86029;854162477403086850;1190073653938941952;Indonesia;Twitter for Android;
86040;1077553221923614720;1190073659706114048;Republic of the Philippines;Twitter Web App;'??????', '??', 'JUNGKOOK', 'BTS'
86067;1696172882;1190073674436505601;??;Twitter for iPhone;'?????', '???', '??????', 'bts', 'jhope', 'ChickenNoodleSoup'
86083;1028816676211453952;1190073681294217216;?????????;Twitter for Android;'DabemeBestArtist', 'BTS', 'EXO', 'GOT7', 'SUPERJUNIOR'
86086;819478041533386752;1190073683198410752;Republic of the Philippines;Twitter for Android;'BTS'
86103;955122637646200836;1190073691096469504;Brasil;Twitter for Android;'MAMAVOTEBTS'
86133;857115863715020800;1190073707957387265;Seoul, Republic of Korea;Twitter for Android;'?????', '?', '??', 'BTS', 'V', 'TAEHYUNG'
86148;4764454273;1190073714383048704;Seoul, Republic of Korea;Twitter for iPhone;
86151;1447505497;1190073715293220864;????;Twitter for iPhone;'MAMAVOTE', 'BTS'
86161;1110466808979443712;1190073719994994688;Republic of the Philippines;Twitter for Android;'btsfanart', 'BTS', 'RM', 'SpeakYourselfTheFinal_D3'
86162;1373947394;1190073721421066240;Thailand;Twitter for iPhone;'BTS'
86164;958573235272077312;1190073724151578625;Malaysia;Twitter for iPhone;
86178;1188735409368387585;1190073732015906816;Republic of the Philippines;Twitter for Android;'MAMAVOTE', 'bts'
86277;1058277960963125248;1190073780598530048;???? ??;Twitter for Android;'BTS'
86281;2333199595;1190073784205598722;?????????????, ?????????;Twitter for Android;'halloween2019', 'happpyhalloween', 'BTS'
86287;991576853440708608;1190073789008056320;?????????;Twitter for Android;'BTS'
86292;900486358556303360;1190073792875257856;Indonesia;Twitter for Android;
86306;922068132302274560;1190073799389020160;????;Twitter for iPhone;'?????', 'BTS'
86335;1079947473475461121;1190073817927864320;Republic of the Philippines;Twitter for Android;'BTS'
86350;866418246928392192;1190073825049759744;Mexico;Twitter for Android;
86353;993970074590429184;1190073827037810688;Republic of the Philippines;Twitter for Android;
86363;949528847422279682;1190073831614033921;United States;Twitter for iPhone;'BTS'
